"county","year","var_name","magnitude","temporal","value","category"
"Border","2011-2016","age_over65","relative","change",16.21,"age"
"Border","2011-2016","age_under15","absolute","change",-1190,"age"
"Border","2011-2016","age_under15","relative","change",-1.69,"age"
"GDA","2011-2016","age_15_64","absolute","change",43816,"age"
"GDA","2011-2016","age_15_64","relative","change",3.53,"age"
"GDA","2011-2016","age_over65","absolute","change",39107,"age"
"GDA","2011-2016","age_over65","relative","change",20.88,"age"
"GDA","2011-2016","age_under15","absolute","change",20253,"age"
"GDA","2011-2016","age_under15","relative","change",5.41,"age"
"Other","2011-2016","age_15_64","absolute","change",-5275,"age"
"Other","2011-2016","age_15_64","relative","change",-2.08,"age"
"Other","2011-2016","age_over65","absolute","change",8860,"age"
"Other","2011-2016","age_over65","relative","change",16.1,"age"
"Other","2011-2016","age_under15","absolute","change",-565,"age"
"Other","2011-2016","age_under15","relative","change",-0.67,"age"
"South","2011-2016","age_15_64","absolute","change",6889,"age"
"South","2011-2016","age_15_64","relative","change",1.33,"age"
"South","2011-2016","age_over65","absolute","change",18101,"age"
"South","2011-2016","age_over65","relative","change",18.44,"age"
"South","2011-2016","age_under15","absolute","change",3432,"age"
"South","2011-2016","age_under15","relative","change",2.1,"age"
"West","2011-2016","age_15_64","absolute","change",-2699,"age"
"West","2011-2016","age_15_64","relative","change",-0.72,"age"
"West","2011-2016","age_over65","absolute","change",13098,"age"
"West","2011-2016","age_over65","relative","change",19.58,"age"
"West","2011-2016","age_under15","absolute","change",1717,"age"
"West","2011-2016","age_under15","relative","change",1.46,"age"
"wGDA","2011-2016","age_15_64","absolute","change",8129,"age"
"wGDA","2011-2016","age_15_64","relative","change",1.69,"age"
"wGDA","2011-2016","age_over65","absolute","change",16089,"age"
"wGDA","2011-2016","age_over65","relative","change",18.84,"age"
"wGDA","2011-2016","age_under15","absolute","change",3315,"age"
"wGDA","2011-2016","age_under15","relative","change",1.95,"age"
"Carlow","2016-2022","age_15_64","absolute","change",3388,"age"
"Carlow","2016-2022","age_15_64","relative","change",9.17,"age"
"Carlow","2016-2022","age_over65","absolute","change",1947,"age"
"Carlow","2016-2022","age_over65","relative","change",26.46,"age"
"Carlow","2016-2022","age_under15","absolute","change",-299,"age"
"Carlow","2016-2022","age_under15","relative","change",-2.37,"age"
"Cavan","2016-2022","age_15_64","absolute","change",3361,"age"
"Cavan","2016-2022","age_15_64","relative","change",6.99,"age"
"Cavan","2016-2022","age_over65","absolute","change",2037,"age"
"Cavan","2016-2022","age_over65","relative","change",19.47,"age"
"Cavan","2016-2022","age_under15","absolute","change",130,"age"
"Cavan","2016-2022","age_under15","relative","change",0.74,"age"
"Clare","2016-2022","age_15_64","absolute","change",5693,"age"
"Clare","2016-2022","age_15_64","relative","change",7.53,"age"
"Clare","2016-2022","age_over65","absolute","change",4002,"age"
"Clare","2016-2022","age_over65","relative","change",22.67,"age"
"Clare","2016-2022","age_under15","absolute","change",-574,"age"
"Clare","2016-2022","age_under15","relative","change",-2.24,"age"
"Cork City and Cork County","2016-2022","age_15_64","absolute","change",25534,"age"
"Cork City and Cork County","2016-2022","age_15_64","relative","change",7.18,"age"
"Cork City and Cork County","2016-2022","age_over65","absolute","change",15618,"age"
"Cork City and Cork County","2016-2022","age_over65","relative","change",21.15,"age"
"Cork City and Cork County","2016-2022","age_under15","absolute","change",136,"age"
"Cork City and Cork County","2016-2022","age_under15","relative","change",0.12,"age"
"DLR","2016-2022","age_15_64","absolute","change",8329,"age"
"DLR","2016-2022","age_15_64","relative","change",5.81,"age"
"DLR","2016-2022","age_over65","absolute","change",5249,"age"
"DLR","2016-2022","age_over65","relative","change",15.14,"age"
"DLR","2016-2022","age_under15","absolute","change",2264,"age"
"DLR","2016-2022","age_under15","relative","change",5.65,"age"
"Donegal","2016-2022","age_15_64","absolute","change",4208,"age"
"Donegal","2016-2022","age_15_64","relative","change",4.24,"age"
"Donegal","2016-2022","age_over65","absolute","change",4634,"age"
"Donegal","2016-2022","age_over65","relative","change",18.54,"age"
"Donegal","2016-2022","age_under15","absolute","change",-950,"age"
"Donegal","2016-2022","age_under15","relative","change",-2.71,"age"
"Dublin City","2016-2022","age_15_64","absolute","change",25756,"age"
"Dublin City","2016-2022","age_15_64","relative","change",6.46,"age"
"Dublin City","2016-2022","age_over65","absolute","change",7013,"age"
"Dublin City","2016-2022","age_over65","relative","change",9.69,"age"
"Dublin City","2016-2022","age_under15","absolute","change",5390,"age"
"Dublin City","2016-2022","age_under15","relative","change",6.48,"age"
"Fingal","2016-2022","age_15_64","absolute","change",23542,"age"
"Fingal","2016-2022","age_15_64","relative","change",11.99,"age"
"Fingal","2016-2022","age_over65","absolute","change",9509,"age"
"Fingal","2016-2022","age_over65","relative","change",35.17,"age"
"Fingal","2016-2022","age_under15","absolute","change",1435,"age"
"Fingal","2016-2022","age_under15","relative","change",1.98,"age"
"Galway City","2016-2022","age_15_64","absolute","change",4077,"age"
"Galway City","2016-2022","age_15_64","relative","change",7.21,"age"
"Galway City","2016-2022","age_over65","absolute","change",1876,"age"
"Galway City","2016-2022","age_over65","relative","change",21.2,"age"
"Galway City","2016-2022","age_under15","absolute","change",-207,"age"
"Galway City","2016-2022","age_under15","relative","change",-1.56,"age"
"Galway County","2016-2022","age_15_64","absolute","change",7902,"age"
"Galway County","2016-2022","age_15_64","relative","change",7.01,"age"
"Galway County","2016-2022","age_over65","absolute","change",6104,"age"
"Galway County","2016-2022","age_over65","relative","change",23.42,"age"
"Galway County","2016-2022","age_under15","absolute","change",-73,"age"
"Galway County","2016-2022","age_under15","relative","change",-0.18,"age"
"Kerry","2016-2022","age_15_64","absolute","change",4253,"age"
"Kerry","2016-2022","age_15_64","relative","change",4.53,"age"
"Kerry","2016-2022","age_over65","absolute","change",4533,"age"
"Kerry","2016-2022","age_over65","relative","change",18.11,"age"
"Kerry","2016-2022","age_under15","absolute","change",-35,"age"
"Kerry","2016-2022","age_under15","relative","change",-0.12,"age"
"Kildare","2016-2022","age_15_64","absolute","change",17747,"age"
"Kildare","2016-2022","age_15_64","relative","change",12.08,"age"
"Kildare","2016-2022","age_over65","absolute","change",7706,"age"
"Kildare","2016-2022","age_over65","relative","change",35,"age"
"Kildare","2016-2022","age_under15","absolute","change",-183,"age"
"Kildare","2016-2022","age_under15","relative","change",-0.34,"age"
"Kilkenny","2016-2022","age_15_64","absolute","change",2597,"age"
"Kilkenny","2016-2022","age_15_64","relative","change",4.1,"age"
"Kilkenny","2016-2022","age_over65","absolute","change",3003,"age"
"Kilkenny","2016-2022","age_over65","relative","change",21.37,"age"
"Kilkenny","2016-2022","age_under15","absolute","change",-672,"age"
"Kilkenny","2016-2022","age_under15","relative","change",-3.09,"age"
"Laois","2016-2022","age_15_64","absolute","change",5214,"age"
"Laois","2016-2022","age_15_64","relative","change",9.61,"age"
"Laois","2016-2022","age_over65","absolute","change",2370,"age"
"Laois","2016-2022","age_over65","relative","change",24.67,"age"
"Laois","2016-2022","age_under15","absolute","change",-404,"age"
"Laois","2016-2022","age_under15","relative","change",-1.94,"age"
"Leitrim","2016-2022","age_15_64","absolute","change",1753,"age"
"Leitrim","2016-2022","age_15_64","relative","change",8.89,"age"
"Leitrim","2016-2022","age_over65","absolute","change",1164,"age"
"Leitrim","2016-2022","age_over65","relative","change",21.52,"age"
"Leitrim","2016-2022","age_under15","absolute","change",238,"age"
"Leitrim","2016-2022","age_under15","relative","change",3.44,"age"
"Limerick City and County","2016-2022","age_15_64","absolute","change",8587,"age"
"Limerick City and County","2016-2022","age_15_64","relative","change",6.71,"age"
"Limerick City and County","2016-2022","age_over65","absolute","change",6170,"age"
"Limerick City and County","2016-2022","age_over65","relative","change",22.5,"age"
"Limerick City and County","2016-2022","age_under15","absolute","change",-120,"age"
"Limerick City and County","2016-2022","age_under15","relative","change",-0.3,"age"
"Longford","2016-2022","age_15_64","absolute","change",4150,"age"
"Longford","2016-2022","age_15_64","relative","change",16.25,"age"
"Longford","2016-2022","age_over65","absolute","change",1508,"age"
"Longford","2016-2022","age_over65","relative","change",25.89,"age"
"Longford","2016-2022","age_under15","absolute","change",220,"age"
"Longford","2016-2022","age_under15","relative","change",2.31,"age"
"Louth","2016-2022","age_15_64","absolute","change",7569,"age"
"Louth","2016-2022","age_15_64","relative","change",9.1,"age"
"Louth","2016-2022","age_over65","absolute","change",3821,"age"
"Louth","2016-2022","age_over65","relative","change",23.77,"age"
"Louth","2016-2022","age_under15","absolute","change",-571,"age"
"Louth","2016-2022","age_under15","relative","change",-1.92,"age"
"Mayo","2016-2022","age_15_64","absolute","change",3236,"age"
"Mayo","2016-2022","age_15_64","relative","change",3.99,"age"
"Mayo","2016-2022","age_over65","absolute","change",4419,"age"
"Mayo","2016-2022","age_over65","relative","change",19.29,"age"
"Mayo","2016-2022","age_under15","absolute","change",-192,"age"
"Mayo","2016-2022","age_under15","relative","change",-0.72,"age"
"Meath","2016-2022","age_15_64","absolute","change",18210,"age"
"Meath","2016-2022","age_15_64","relative","change",14.53,"age"
"Meath","2016-2022","age_over65","absolute","change",6271,"age"
"Meath","2016-2022","age_over65","relative","change",30.17,"age"
"Meath","2016-2022","age_under15","absolute","change",1301,"age"
"Meath","2016-2022","age_under15","relative","change",2.66,"age"
"Monaghan","2016-2022","age_15_64","absolute","change",1711,"age"
"Monaghan","2016-2022","age_15_64","relative","change",4.4,"age"
"Monaghan","2016-2022","age_over65","absolute","change",1820,"age"
"Monaghan","2016-2022","age_over65","relative","change",21.22,"age"
"Monaghan","2016-2022","age_under15","absolute","change",371,"age"
"Monaghan","2016-2022","age_under15","relative","change",2.66,"age"
"Offaly","2016-2022","age_15_64","absolute","change",3382,"age"
"Offaly","2016-2022","age_15_64","relative","change",6.81,"age"
"Offaly","2016-2022","age_over65","absolute","change",2367,"age"
"Offaly","2016-2022","age_over65","relative","change",22.35,"age"
"Offaly","2016-2022","age_under15","absolute","change",-560,"age"
"Offaly","2016-2022","age_under15","relative","change",-3.16,"age"
"Roscommon","2016-2022","age_15_64","absolute","change",2978,"age"
"Roscommon","2016-2022","age_15_64","relative","change",7.42,"age"
"Roscommon","2016-2022","age_over65","absolute","change",2298,"age"
"Roscommon","2016-2022","age_over65","relative","change",21.39,"age"
"Roscommon","2016-2022","age_under15","absolute","change",439,"age"
"Roscommon","2016-2022","age_under15","relative","change",3.21,"age"
"Sligo","2016-2022","age_15_64","absolute","change",2324,"age"
"Sligo","2016-2022","age_15_64","relative","change",5.59,"age"
"Sligo","2016-2022","age_over65","absolute","change",2279,"age"
"Sligo","2016-2022","age_over65","relative","change",21.45,"age"
"Sligo","2016-2022","age_under15","absolute","change",60,"age"
"Sligo","2016-2022","age_under15","relative","change",0.45,"age"
"South Dublin","2016-2022","age_15_64","absolute","change",13498,"age"
"South Dublin","2016-2022","age_15_64","relative","change",7.35,"age"
"South Dublin","2016-2022","age_over65","absolute","change",8909,"age"
"South Dublin","2016-2022","age_over65","relative","change",28.81,"age"
"South Dublin","2016-2022","age_under15","absolute","change",-99,"age"
"South Dublin","2016-2022","age_under15","relative","change",-0.15,"age"
